Codi circumscripci�,Codi municipi,Nom municipi,Districte,Secci�,Mesa,Cens electoral,Votants,% votants,Abstenci�,% abstenci�,Vots nuls,% vots nuls,Vots en blanc,% vots en blanc, Vots a candidatures,% vots a candidatures,Vots v�lids,% vots v�lids,Codi comarca,Nom comarca
8,230,Premi� de Dalt                                    ,1,6,A,533,478,"089,68",55,"010,32",5,"001,05",5,"001,05",468,"097,91",473,"098,95",21,Maresme                                 
8,230,Premi� de Dalt                                    ,1,6,B,693,600,"086,58",93,"013,42",1,"000,17",2,"000,33",597,"099,50",599,"099,83",21,Maresme                                 
8,231,Sant Pere de Ribes                                ,1,1,A,564,466,"082,62",98,"017,38",2,"000,43",0,"000,00",464,"099,57",464,"099,57",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,1,B,607,499,"082,21",108,"017,79",2,"000,40",5,"001,00",492,"098,60",497,"099,60",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,2,A,527,433,"082,16",94,"017,84",3,"000,69",0,"000,00",430,"099,31",430,"099,31",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,2,B,550,428,"077,82",122,"022,18",2,"000,47",0,"000,00",426,"099,53",426,"099,53",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,3,A,695,592,"085,18",103,"014,82",3,"000,51",2,"000,34",587,"099,16",589,"099,49",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,3,B,772,643,"083,29",129,"016,71",3,"000,47",1,"000,16",639,"099,38",640,"099,53",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,4,A,643,506,"078,69",137,"021,31",4,"000,79",5,"000,99",497,"098,22",502,"099,21",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,4,B,804,638,"079,35",166,"020,65",3,"000,47",2,"000,31",633,"099,22",635,"099,53",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,5,A,753,593,"078,75",160,"021,25",2,"000,34",1,"000,17",590,"099,49",591,"099,66",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,5,B,875,705,"080,57",170,"019,43",2,"000,28",3,"000,43",700,"099,29",703,"099,72",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,6,A,561,411,"073,26",150,"026,74",1,"000,24",2,"000,49",408,"099,27",410,"099,76",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,6,B,660,491,"074,39",169,"025,61",3,"000,61",3,"000,61",485,"098,78",488,"099,39",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,7,A,638,485,"076,02",153,"023,98",0,"000,00",0,"000,00",485,"100,00",485,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,7,B,823,651,"079,10",172,"020,90",1,"000,15",2,"000,31",648,"099,54",650,"099,85",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,8,A,422,345,"081,75",77,"018,25",0,"000,00",2,"000,58",343,"099,42",345,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,8,B,582,491,"084,36",91,"015,64",1,"000,20",4,"000,81",486,"098,98",490,"099,80",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,9,A,885,695,"078,53",190,"021,47",1,"000,14",2,"000,29",692,"099,57",694,"099,86",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,9,B,795,657,"082,64",138,"017,36",0,"000,00",3,"000,46",654,"099,54",657,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,10,A,509,394,"077,41",115,"022,59",2,"000,51",3,"000,76",389,"098,73",392,"099,49",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,10,B,704,551,"078,27",153,"021,73",6,"001,09",1,"000,18",544,"098,73",545,"098,91",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,11,A,467,357,"076,45",110,"023,55",1,"000,28",2,"000,56",354,"099,16",356,"099,72",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,11,B,411,311,"075,67",100,"024,33",3,"000,96",0,"000,00",308,"099,04",308,"099,04",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,12,A,474,390,"082,28",84,"017,72",4,"001,03",1,"000,26",385,"098,72",386,"098,97",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,12,B,418,331,"079,19",87,"020,81",1,"000,30",1,"000,30",329,"099,40",330,"099,70",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,13,A,523,416,"079,54",107,"020,46",1,"000,24",3,"000,72",412,"099,04",415,"099,76",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,13,B,595,460,"077,31",135,"022,69",0,"000,00",1,"000,22",459,"099,78",460,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,14,U,705,546,"077,45",159,"022,55",0,"000,00",1,"000,18",545,"099,82",546,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,15,A,517,426,"082,40",91,"017,60",2,"000,47",2,"000,47",422,"099,06",424,"099,53",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,15,B,637,534,"083,83",103,"016,17",1,"000,19",1,"000,19",532,"099,63",533,"099,81",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,15,C,290,234,"080,69",56,"019,31",0,"000,00",1,"000,43",233,"099,57",234,"100,00",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,16,A,572,451,"078,85",121,"021,15",2,"000,44",2,"000,44",447,"099,11",449,"099,56",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,16,B,620,505,"081,45",115,"018,55",1,"000,20",2,"000,40",502,"099,41",504,"099,80",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,17,A,569,446,"078,38",123,"021,62",1,"000,22",0,"000,00",445,"099,78",445,"099,78",17,Garraf                                  
8,231,Sant Pere de Ribes                                ,1,17,B,701,559,"079,74",142,"020,26",5,"000,89",2,"000,36",552,"098,75",554,"099,11",17,Garraf                                  
8,232,Sant Pere de Riudebitlles                         ,1,1,A,620,536,"086,45",84,"013,55",0,"000,00",2,"000,37",534,"099,63",536,"100,00",3,Alt Pened�s                             
8,232,Sant Pere de Riudebitlles                         ,1,1,B,584,504,"086,30",80,"013,70",2,"000,40",1,"000,20",501,"099,40",502,"099,60",3,Alt Pened�s                             
8,232,Sant Pere de Riudebitlles                         ,1,1,C,572,499,"087,24",73,"012,76",2,"000,40",4,"000,80",493,"098,80",497,"099,60",3,Alt Pened�s                             
8,233,Sant Pere de Torell�                              ,1,1,U,731,637,"087,14",94,"012,86",0,"000,00",4,"000,63",633,"099,37",637,"100,00",24,Osona                                   
8,233,Sant Pere de Torell�                              ,1,2,A,477,402,"084,28",75,"015,72",1,"000,25",4,"001,00",397,"098,76",401,"099,75",24,Osona                                   
8,233,Sant Pere de Torell�                              ,1,2,B,638,566,"088,71",72,"011,29",1,"000,18",4,"000,71",561,"099,12",565,"099,82",24,Osona                                   
8,234,Sant Pere de Vilamajor                            ,1,1,A,872,736,"084,40",136,"015,60",1,"000,14",2,"000,27",733,"099,59",735,"099,86",41,Vall�s Oriental                         
8,234,Sant Pere de Vilamajor                            ,1,1,B,841,714,"084,90",127,"015,10",3,"000,42",5,"000,70",706,"098,88",711,"099,58",41,Vall�s Oriental                         
8,234,Sant Pere de Vilamajor                            ,1,1,C,828,707,"085,39",121,"014,61",4,"000,57",4,"000,57",699,"098,87",703,"099,43",41,Vall�s Oriental                         
8,234,Sant Pere de Vilamajor                            ,1,1,D,732,628,"085,79",104,"014,21",1,"000,16",2,"000,32",625,"099,52",627,"099,84",41,Vall�s Oriental                         
8,235,Sant Pol de Mar                                   ,1,1,A,482,420,"087,14",62,"012,86",0,"000,00",3,"000,71",417,"099,29",420,"100,00",21,Maresme                                 
8,235,Sant Pol de Mar                                   ,1,1,B,615,534,"086,83",81,"013,17",2,"000,37",1,"000,19",531,"099,44",532,"099,63",21,Maresme                                 
8,235,Sant Pol de Mar                                   ,1,2,A,699,599,"085,69",100,"014,31",1,"000,17",2,"000,33",596,"099,50",598,"099,83",21,Maresme                                 
8,235,Sant Pol de Mar                                   ,1,2,B,933,824,"088,32",109,"011,68",1,"000,12",5,"000,61",818,"099,27",823,"099,88",21,Maresme                                 
8,235,Sant Pol de Mar                                   ,1,3,U,1.017,878,"086,33",139,"013,67",2,"000,23",1,"000,11",875,"099,66",876,"099,77",21,Maresme                                 
8,236,Sant Quint� de Mediona                            ,1,1,A,727,609,"083,77",118,"016,23",4,"000,66",2,"000,33",603,"099,01",605,"099,34",3,Alt Pened�s                             
8,236,Sant Quint� de Mediona                            ,1,1,B,815,682,"083,68",133,"016,32",5,"000,73",0,"000,00",677,"099,27",677,"099,27",3,Alt Pened�s                             
8,237,Sant Quirze de Besora                             ,1,1,A,470,398,"084,68",72,"015,32",2,"000,50",2,"000,50",394,"098,99",396,"099,50",24,Osona                                   
8,237,Sant Quirze de Besora                             ,1,1,B,531,466,"087,76",65,"012,24",4,"000,86",3,"000,64",459,"098,50",462,"099,14",24,Osona                                   
8,237,Sant Quirze de Besora                             ,1,2,U,639,572,"089,51",67,"010,49",1,"000,17",2,"000,35",569,"099,48",571,"099,83",24,Osona                                   
8,238,Sant Quirze del Vall�s                            ,1,1,A,559,498,"089,09",61,"010,91",1,"000,20",3,"000,60",494,"099,20",497,"099,80",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,1,B,629,573,"091,10",56,"008,90",0,"000,00",1,"000,17",572,"099,83",573,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,2,A,493,458,"092,90",35,"007,10",0,"000,00",1,"000,22",457,"099,78",458,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,2,B,488,440,"090,16",48,"009,84",0,"000,00",2,"000,45",438,"099,55",440,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,3,A,398,331,"083,17",67,"016,83",0,"000,00",0,"000,00",331,"100,00",331,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,3,B,331,260,"078,55",71,"021,45",1,"000,38",1,"000,38",258,"099,23",259,"099,62",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,3,C,563,473,"084,01",90,"015,99",2,"000,42",5,"001,06",466,"098,52",471,"099,58",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,3,D,321,258,"080,37",63,"019,63",1,"000,39",1,"000,39",256,"099,22",257,"099,61",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,4,A,488,441,"090,37",47,"009,63",0,"000,00",2,"000,45",439,"099,55",441,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,4,B,465,418,"089,89",47,"010,11",1,"000,24",3,"000,72",414,"099,04",417,"099,76",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,4,C,453,422,"093,16",31,"006,84",1,"000,24",1,"000,24",420,"099,53",421,"099,76",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,5,A,505,437,"086,53",68,"013,47",3,"000,69",2,"000,46",432,"098,86",434,"099,31",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,5,B,550,483,"087,82",67,"012,18",0,"000,00",3,"000,62",480,"099,38",483,"100,00",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,5,C,515,450,"087,38",65,"012,62",2,"000,44",5,"001,11",443,"098,44",448,"099,56",40,Vall�s Occidental                       
8,238,Sant Quirze del Vall�s                            ,1,6,A,401,364,"090,77",37,"009,23",1,"000,27",2,"000,55",361,"099,18",363,"099,73",40,Vall�s Occidental                       
